,Decade,Year,Date,Time,Location,Operator,Op_Code,Route,AC Type,Make_Type,Aboard,Fatalities,Accident_Code,Summary
3854,1991-2000,1994,02/25/1994,19:46,"East Midlands, England",British World Airways,Passenger,Edinburgh - Coventry,Vickers 813 Viscount,Vickers,2.0,1.0,Human Error,"The cargo plane struck trees and high terrain after losing three engines during severe icing. Multiple engine failures occurred as a result of flight in extreme icing conditions. Incomplete performance of the emergency drills by the crew, as a result of not referring to the Emergency Checklist, prejudiced the chances of successful engine re-starts. Crew actions for securing and re-starting the failed engines, which were not in accordance with the operator's procedures, limited the power available. The drag from two unfeathered propellers of the failed engines and the weight of the heavily iced airframe resulted in a loss of height and control before the chosen diversion airfield could be reached. Poor Crew Resource Management reduced the potential for emergency planning, decision making and workload sharing. Consequently, the crew had no contingency plan for the avoidance of the forecast severe icing conditions, and also was unaware of the relative position of a closer diversion airfield which could have been chosen by making more effective use of air traffic services."
3855,1991-2000,1994,02/25/1994,15:00,"Near Carpish, Peru",Expresso Aéreo,Passenger,Jananjui - Tocache - Tingo Maria - Lima,Yakovlev YAK-40,Yakovlev,31.0,31.0,Unknown,"The plane struck Cerro Carpich at 4,000 ft., 6 minutes after leaving the airport at Tingo Maria."
3856,1991-2000,1994,03/02/1994,17:59,"New York, New York",Continental Airlines,Passenger,New York City - Denver,McDonnell Douglas MD-82,McDonnell,116.0,0.0,Weather,"The aircraft overran the runway and came to rest at the edge of the east river, after an aborted takeoff. Failure to turn on the pilot/static heat system resulting in erroneous air speed indication. Though heavily damaged, the plane was repaired and put back into service."
3857,1991-2000,1994,03/08/1994,14:54,"New Delhi, India",Sahara,Passenger,Training,Boeing 737-2R4C,Boeing,4.0,4.0,Machine Issue,Crashed during touch-and-go exercises. Application of wrong rudder by trainee pilot  during engine failure exercise. Captain did not guard/block the rudder control and give clear commands as instructor so as to obviate the application of wrong rudder control by the trainee pilot.
3858,1991-2000,1994,03/14/1994,15:00,"Off Malindi, Kenya",Military - U.S. Air Force,Military,Mombasa - Mogadishu,Lockheed C-130H Hercules,Lockheed,8.0,8.0,War,Crashed into sea after a shell exploded in one of the gun barrells.
3859,1991-2000,1994,03/17/1994,22:30,Near Nag,Military - Iranian Air Force,Military,Tehran - Moscow,Lockheed Hercules C-130,Lockheed,32.0,32.0,War,Shot down with a missile by Armenian forces while en route.
3860,1991-2000,1994,03/18/1994,11:43,"Key West, Florida",Chalk's International Airlines,Passenger,Key West Harbor - Key West,Grumman G-73T Turbo Mallard,Grumman,2.0,2.0,Human Error,"After discharging passengers the sea plane took off, the nose pitched up and crashed. Failure of the pilot-in-command to assure the bilges were adequately pumped free of water, which resulted in the aft center of gravity limit to be exceeded, and failure of the aircrew to follow the checklist. A factor related to the accident was the water leak."
3861,1991-2000,1994,03/18/1994,01:56,"Spokane, Washington",Salair,Passenger,Spokane - Portland,Douglas DC-3C,Douglas,2.0,2.0,Machine Issue,"The cargo plane lost a right engine during takeoff. The plane tried to return to the airport but crashed. The failure of the pilot-in-command to maintain airspeed. Factors to the accident were: cylinder fatigue, dark night and stall encountered."
3862,1991-2000,1994,03/21/1994,17:54,"Weipa, Australia",Aurukun Air Services,Passenger,Weipa - Aurukun,Britten-Norman BN-2A-21 Trislander,Britten-Norman,6.0,6.0,Machine Issue,"Lost an engine while taking off and then lost a second engine and crashed 1,300 ft. beyond the runway."
3863,1991-2000,1994,03/23/1994,00:57,"Near Mezhdurechensk, Russia",Aeroflot Russian International Airways,Passenger,Moscow - Hong Kong,Airbus A310-304,Airbus,75.0,75.0,Unknown,"The aircraft crashed after a captain allowed his child to manipulate the controls of the plane. The pilot's 11 year old daughter and 16 year old son were taking turns in the pilot's seat. While the boy was flying, he inadvertently disengaged the autopilot linkage to the ailerons and put the airliner in a bank of 90 degrees which caused the nose to drop sharply. The co-pilot pulled back on the yoke to obtain level flight but the plane stalled. With his seat pulled all the way back, the co-pilot in the right hand seat could not properly control the aircraft. After several stalls and rapid pull-ups the plane went into a spiral descent. In the end the co-pilot initiated a 4.8g pull-up and nearly regained a stable flight path but the aircraft struck the ground in an almost level attitude killing all aboard. The aircraft was named Glinka, after Mikhail Glinka, the father of Russian music."
3864,1991-2000,1994,04/03/1994,16:36,"Lamoille, Nevada",Air Taxi - El Aero Services Inc.,Passenger,Unknown,Bell 206B3,Bell,5.0,5.0,Landing/Takeoff,"The helicopter crashed shortly after takeoff. The ingestion of foreign material (snow) in the engine, which resulted in a flameout (loss of engine power). Factors related to the accident were: the adverse weather conditions (snow falling & high density altitude), the lack of snow covers to protect the engine intakes while parked and awaiting for the weather conditions to improve, improper planning/decision by the pilot and the company/operator management, inadequate information in the flight manual, and the lack of suitable terrain for an emergency landing."
3865,1991-2000,1994,04/04/1994,14:46,"Amsterdam, Netherlands",KLM Cityhopper,Passenger,Amsterdam - Cardiff,Saab 340B,Saab,24.0,3.0,Human Error,"Shortly after taking off, due to a false warning light, the captain idled one engine (contrary to the checklist) and  assumed they had an engine problem and returned to the airport. While attempting to land, the aircraft rolled to the right, pitched up, stalled and crashed. Inadequate use of the flight controls during an asymmetric go-around resulting in loss of control. Contributing factors were insufficient understanding of the flightcrew of the SAAB 340B engine oil system, lack of awareness of the consequences of an aircraft configuration with one engine in flight idle and poor crew resource management."
3866,1991-2000,1994,04/06/1994,20:20,"Kigali, Rwanda",Rwanda Government,Passenger,"Tanzania - Kigali, Rwanda",Dassault Falcon 50,Dassault,12.0,12.0,War,"Shot down by a missile. President of Burundi, Cyprien Ntaryamira and president of Rwanda, Juvenal Habyarimana were killed."
3867,1991-2000,1994,04/06/1994,15:00,"Ambato, Ecuador",TAME,Passenger,Taura - Latacunga,de Havilland Canada DHC-6 Twin Otter 300,de,17.0,17.0,Weather,"Struck Mt. Lozan, at 13,400 ft. which was obscured by clouds 47 minutes after taking off. Controlled flight into terrain."
3868,1991-2000,1994,04/14/1994,09:25,Northern Iraq,Military - U.S. Army / Military U.S. Army,Military,Unknown,Sikorsky UH-60 / Sikorsky UH-60,Sikorsky,26.0,26.0,War,Shot down by friendly fire during the Gulf War. Thirteen killed on each helicopter.
3869,1991-2000,1994,04/25/1994,15:00,"Nanga Pinoh, Indonesia",Dirgantara Air Services,Passenger,Pontianak - Nanga Pinoh,Britten Norman BN-2A-21 Trislander,Britten,11.0,11.0,Landing/Takeoff,Crashed into Mt. Saran 30 minutes before it was scheduled to land in poor weather condtions.
3870,1991-2000,1994,04/26/1994,20:16,"Near Komaki, Aichi, Japan",China Airlines (Taiwan),Passenger,Taipei - Nagoya,Airbus A300B4-622R,Airbus,271.0,264.0,War,"While on ILS approach to Nagoya Airport, at an altitude of 1,000 feet, the first officer inadvertently triggered the TOGA (take-off-go-around) lever. The crew tried to override this situation by turning off the autothrottle and reducing air speed. The aircraft stalled, hit the runway tail first and burst into flames. The plane crashed because of an extreme out of trim configuration brought about by the fact that the tailplane setting had moved automatically and undetected to a maximum nose-up position. The plane climbed at a steep angle until it stalled. The crew could have saved the aircraft even in the final seconds had they reverted to basic flight procedures and switched off the autopilot."
3871,1991-2000,1994,05/07/1994,15:00,"Sao Gabriel, Brazil",Rico Taxi Aero,Passenger,Sao Paulo - Sao Gabriel,Embraer 110 Bandeirante,Embraer,16.0,8.0,War,The aircraft was destroyed when it undershot the runway during a visual approach to Sao Gabriel and stuck trees.
3872,1991-2000,1994,05/23/1994,10:55,"Loma Linda, Colombia",Arall,Passenger,San Jose - Villavicencio,Pilatus Britten-Norman BN-2B-27 Islander,Pilatus,11.0,4.0,Landing/Takeoff,Crashed while making an emergency landing following engine trouble.
3873,1991-2000,1994,05/28/1994,07:38,"Near Villavicencio, Colombia",Transoriente Colombia,Passenger,Villavicencio - La Primavera - Puerto Carreno,Douglas DC-3 (C-53D-DO),Douglas,29.0,7.0,Machine Issue,Crashed shortly after taking off after double engine failure.
3874,1991-2000,1994,06/02/1994,18:00,"Near Campbeltown, Scotland",Military - Royal Air Force,Military,Aldergrove AB - Fort George,Boeing Vertol Chinook HC-2 (helicopter),Boeing,29.0,29.0,Human Error,The helicopter crashed into The Mountain of the Stone Slab at an elevation of 800 ft. Pilot error in proceeding towards high ground in heavy fog below a safe altitude.
3875,1991-2000,1994,06/06/1994,08:20,"Near Xi'an, China",China Northwest Airlines,Passenger,Xian - Guangzhou,Tupolev TU-154M,Tupolev,160.0,160.0,Weather,The plane broke-up in flight 10 minutes after taking off. Auto-pilot induced oscillations caused the aircraft to shake violently. The autopilot yaw-channel was accidentally connected to the bank control and the bank-channel to the yaw controls.
3876,1991-2000,1994,06/13/1994,18:50,"Near Uruapan, Mexico",Aerolineas Cuahonte,Passenger,Lazaro - Cardenas - Michoacan,Swearingen SA.226TC Metro II,Swearingen,9.0,9.0,Machine Issue,The aircraft flew into high ground during a go-around. The accident happened in darkness and in poor weather with rain and heavy clouds. The accident was attributed to the pilot's failure to follow the established go-around procedure correctly.
3877,1991-2000,1994,06/18/1994,12:20,"Mt.  Kalora, Indonesia",Merpati Nusantara Airlines,Passenger,Balikpapan - Palu,Fokker F-27 Friendship 500F,Fokker,12.0,12.0,Weather,"The aircraft struck Mt. Kalora at 2,300 feet while on a visual approach to Palu. The accident happened in generally good weather but with reduced visibility in clouds and haze at the mountain."
3878,1991-2000,1994,06/18/1994,06:25,"Chantilly, Virginia",TAESA,Passenger,Mexico City - Washington D.C.,Learjet 25D,Learjet,12.0,12.0,Landing/Takeoff,The aircraft crashed in poor weather conditions 0.8 nm south of the threshold of runway 1R at Dulles International Airport while attempting a ILS landing. Poor airmanship and relative inexperience of the captain in initiating and continuing an unstabilized instrument approach that led to a descent below the authorized altitude without visual contact with the runway environment. Contributing to the cause of the accident was the lack of a GPWS on the airplane.
3879,1991-2000,1994,06/26/1994,19:35,"Abidjan, Ivory Coast",Air Ivorie,Passenger,San Pedro - Abidjan,Fokker F-27 Friendship 400M,Fokker,17.0,17.0,Landing/Takeoff,Crashed on approach 3 miles short of the runway into a wooded area with flaps and landing gear still retracted.
3880,1991-2000,1994,06/29/1994,15:00,"Near Logar, Afghanistan",Military - Dostum-Galboddin Militia,Military,Unknown,Antonov AN-32,Antonov,70.0,50.0,War,Shot down by Afghan troops.
3881,1991-2000,1994,06/30/1994,17:41,"Toulouse-Blagnac, France",Airbus Industrie,Passenger,Toulouse - Toulouse,Airbus A330-321,Airbus,7.0,7.0,Machine Issue,"The plane crashed after demonstrating a simulated engine failure on takeoff. Caused by a number of factors relating to the test and actions of the crew none of which singley would have caused the crash. Unexpected mode transition to altitude acquire mode during a simulated  engine failure resulted in excessive pitch, loss of airspeed, and loss of control. Pitch attitude protection not provided in altitude acquire mode."
3882,1991-2000,1994,07/01/1994,08:30,"Near Tidjika, Mauritania",Air Mauritanie,Passenger,Nouakchott - Tidjikja,Fokker F-28 Fellowship 4000,Fokker,93.0,80.0,Landing/Takeoff,"The plane crash landed on the runway in adverse weather, after a second landing attempt, breaking the landing gear and sliding off the side of the runway."
3883,1991-2000,1994,07/02/1994,18:43,"Charlotte, North Carolina",USAir,Passenger,"Columbia, SC - Charlotte, NC",McDonnell Douglas DC-9-30,McDonnell,57.0,37.0,Machine Issue,The aircraft crashed into trees and a private residence after a  missed approach during adverse weather conditions. Microburst induced windshear. Crew's inability to recognize windshear and microburst conditions.  The flightcrew's decision to continue an approach into severe convective activity that was conducive to a microburst. The flightcrew's failure to recognize a windshear situation in a timely manner. The flightcrew's failure to establish and maintain the proper airplane attitude and thrust setting necessary to escape the windshear. The lack of real-time adverse weather and windshear hazard information dissemination from air traffic control.
3884,1991-2000,1994,07/14/1994,15:36,"Hanalei, Hawaii",Air Taxi - Papillion Helicopters Ltd.,Passenger,"Lihue, HI - Lihue, HI",Aerospatiale AS350D,Aerospatiale,7.0,3.0,Landing/Takeoff,"The helicopter crashed into the water. All survived but were not equipped with life vests and 3 passengers drowned. Failure of the engine-driven fuel pump, which resulted in the loss of power, and the lack of aircraft flotation equipment. Factors related to the accident were: flight over water adjacent to terrain that afforded no suitable forced landing site, and the lack of a passenger briefing by the operator on the location and operation of life preservers"
3885,1991-2000,1994,07/17/1994,21:45,"Near Fort de France, Martinique",Air Martinique,Passenger,Bridgetown - Fort de France,Britten-Norman BN-2B-26 Islander,Britten-Norman,6.0,6.0,Landing/Takeoff,Crashed into high ground while on approach to land.
3886,1991-2000,1994,07/17/1994,15:00,"Boma, Democratic Republic Congo",Sankuru Air Service,Passenger,Training,Yakovlev 40D,Yakovlev,9.0,5.0,Machine Issue,Ran off the end of the runway and crashed. The crew used the normal and emergency brake systems at the same time which resulted in the aircraft having no brakes at all.
3887,1991-2000,1994,07/19/1994,16:30,"Colon, Panama",Alas Chiricanas,Passenger,Colon - Panama City,Embraer 110P1 Bandeirante,Embraer,21.0,21.0,War,Crashed on a wooded hillside shortly after taking off from Colon after a bomb exploded aboard.
